Quantity,UnitPrice,Discount,Category,CompetitorPrice,elasticity_index
7,15.96,0.28,Electronics,49.35,2.2263157894736842
20,49.92,0.4,Electronics,49.35,0.5931490384615384
34,13.63,0.08,Stationery,48.765,3.0
30,83.42,0.45,Electronics,49.35,0.3253716135219372
40,91.57,0.35,Accessories,49.03,0.34803429070656333
13,7.54,0.38,Stationery,48.765,3.0
6,87.27,0.08,Electronics,49.35,0.5202475077346168
27,68.95,0.45,Stationery,48.765,0.3889883973894126
18,33.22,0.22,Stationery,48.765,1.1449939795304034
24,25.98,0.13,Furniture,48.36,1.619445727482679
32,41.15,0.4,Accessories,49.03,0.7148967193195626
39,60.36,0.07,Apparel,49.0,0.7549701789264414
26,24.81,0.4,Apparel,49.0,1.185006045949214
34,88.14,0.07,Furniture,48.36,0.5102654867256636
21,3.75,0.02,Electronics,49.35,3.0
28,7.96,0.35,Furniture,48.36,3.0
5,48.24,0.18,Stationery,48.765,0.8289241293532339
42,34.93,0.41,Accessories,49.03,0.8281620383624394
18,31.83,0.42,Apparel,49.0,0.8928683631793907
8,46.19,0.1,Stationery,48.765,0.9501731976618317
43,57.77,0.1,Furniture,48.36,0.7534014194218452
48,15.68,0.23,Apparel,49.0,2.40625
34,85.06,0.01,Accessories,49.03,0.5706524806019281
22,35.03,0.24,Furniture,48.36,1.0492035398230088
23,49.73,0.31,Electronics,49.35,0.6847275286547356
9,57.1,0.01,Accessories,49.03,0.8500823117338003
27,65.17,0.12,Apparel,49.0,0.6616541353383458
14,12.16,0.2,Apparel,49.0,3.0
20,84.61,0.26,Stationery,48.765,0.42649923176929444
26,7.36,0.05,Apparel,49.0,3.0
41,22.68,0.15,Stationery,48.765,1.827612433862434
7,10.74,0.44,Accessories,49.03,2.556499068901304
24,76.55,0.0,Accessories,49.03,0.6404964075767473
9,71.63,0.47,Apparel,49.0,0.3625575876029597
43,30.59,0.2,Stationery,48.765,1.275318731611638
7,78.42,0.05,Stationery,48.765,0.5907517214996174
37,91.0,0.42,Apparel,49.0,0.31230769230769234
4,19.27,0.07,Accessories,49.03,2.36626362221069
11,37.38,0.02,Electronics,49.35,1.293820224719101
4,53.39,0.5,Furniture,48.36,0.45289380033714177
28,31.18,0.38,Stationery,48.765,0.9696696600384862
49,66.8,0.36,Stationery,48.765,0.46720958083832337
27,83.54,0.33,Stationery,48.765,0.3911006703375628
17,73.34,0.23,Furniture,48.36,0.5077338423779656
40,94.43,0.29,Apparel,49.0,0.3684210526315789
6,39.39,0.29,Electronics,49.35,0.8895277989337395
17,19.05,0.02,Accessories,49.03,2.5222782152230967
43,87.12,0.45,Electronics,49.35,0.31155303030303033
12,98.82,0.25,Apparel,49.0,0.3718882817243473
40,45.27,0.08,Apparel,49.0,0.9958029600176718
1,19.89,0.28,Stationery,48.765,1.7652488687782806
29,29.51,0.43,Accessories,49.03,0.9470382921043715
26,44.69,0.46,Electronics,49.35,0.5963078988588052
8,14.92,0.16,Accessories,49.03,2.760402144772118
30,39.72,0.08,Stationery,48.765,1.1295015105740183
30,69.96,0.27,Stationery,48.765,0.508840051457976
4,52.48,0.37,Apparel,49.0,0.5882240853658537
24,78.64,0.06,Stationery,48.765,0.582898016276704
26,11.49,0.21,Apparel,49.0,3.0
8,84.06,0.25,Stationery,48.765,0.4350910064239829
18,36.0,0.16,Accessories,49.03,1.1440333333333332
34,59.68,0.34,Stationery,48.765,0.5392912198391421
40,16.31,0.3,Apparel,49.0,2.1030042918454934
9,3.0,0.41,Accessories,49.03,3.0
20,28.4,0.49,Electronics,49.35,0.8862147887323945
40,33.55,0.28,Furniture,48.36,1.0378301043219078
47,16.09,0.42,Electronics,49.35,1.7789310130515852
46,76.94,0.04,Electronics,49.35,0.6157525344424227
2,65.92,0.46,Furniture,48.36,0.39615291262135927
43,21.13,0.07,Accessories,49.03,2.157969711310932
39,16.36,0.02,Furniture,48.36,2.8968704156479217
21,49.16,0.36,Furniture,48.36,0.6295850284784378
14,85.66,0.02,Electronics,49.35,0.5645925752976886
30,38.2,0.42,Stationery,48.765,0.740410994764398
42,63.34,0.42,Accessories,49.03,0.448964319545311
46,23.1,0.0,Furniture,48.36,2.0935064935064935
17,90.61,0.18,Furniture,48.36,0.43764705882352944
33,81.72,0.29,Stationery,48.765,0.4236802496328928
11,83.38,0.35,Electronics,49.35,0.384714559846486
42,2.07,0.14,Electronics,49.35,3.0
48,49.42,0.15,Electronics,49.35,0.8487960339943342
8,84.97,0.42,Furniture,48.36,0.33010238907849837
4,18.03,0.12,Accessories,49.03,2.3930338325013865
39,72.72,0.11,Stationery,48.765,0.5968213696369637
42,25.56,0.27,Accessories,49.03,1.400309076682316
11,83.63,0.35,Apparel,49.0,0.38084419466698555
21,32.07,0.01,Stationery,48.765,1.5053741814780168
4,5.05,0.1,Stationery,48.765,3.0
47,5.68,0.49,Apparel,49.0,3.0
13,89.57,0.47,Apparel,49.0,0.2899408284023669
31,74.85,0.01,Electronics,49.35,0.6527254509018037
4,97.17,0.38,Furniture,48.36,0.30856437171966655
16,91.5,0.33,Furniture,48.36,0.354111475409836
40,71.99,0.2,Accessories,49.03,0.5448534518683151
49,2.23,0.36,Stationery,48.765,3.0
42,19.62,0.28,Electronics,49.35,1.8110091743119265
22,22.65,0.32,Accessories,49.03,1.4719823399558498
30,28.71,0.1,Accessories,49.03,1.5369905956112853
16,27.83,0.24,Stationery,48.765,1.331706791232483
4,19.9,0.17,Electronics,49.35,2.058316582914573
25,49.1,0.46,Electronics,49.35,0.5427494908350305
39,96.14,0.1,Electronics,49.35,0.46198252548366964
42,5.56,0.29,Accessories,49.03,3.0
45,17.82,0.42,Electronics,49.35,1.6062289562289565
48,37.1,0.16,Electronics,49.35,1.1173584905660376
23,61.35,0.22,Electronics,49.35,0.6274327628361859
46,14.32,0.19,Stationery,48.765,2.7583554469273746
45,56.42,0.42,Apparel,49.0,0.5037220843672457
2,14.2,0.46,Furniture,48.36,1.839042253521127
32,21.19,0.47,Furniture,48.36,1.209570552147239
3,2.73,0.09,Accessories,49.03,3.0
8,26.85,0.12,Electronics,49.35,1.6174301675977654
39,61.55,0.27,Accessories,49.03,0.5815093419983753
4,25.53,0.12,Furniture,48.36,1.6669330199764982
27,92.74,0.45,Electronics,49.35,0.2926730644813457
36,5.48,0.07,Furniture,48.36,3.0
48,49.92,0.15,Electronics,49.35,0.8402944711538461
48,33.36,0.41,Furniture,48.36,0.8552877697841729
9,37.21,0.33,Stationery,48.765,0.8780583176565439
8,11.0,0.26,Furniture,48.36,3.0
14,39.81,0.12,Stationery,48.765,1.077950263752826
49,73.62,0.45,Electronics,49.35,0.3686837815810921
38,68.71,0.28,Stationery,48.765,0.5109998544607772
3,91.96,0.49,Apparel,49.0,0.2717485863418878
45,6.88,0.38,Stationery,48.765,3.0
10,90.41,0.44,Accessories,49.03,0.3036920694613428
33,45.68,0.48,Apparel,49.0,0.5577933450087565
18,42.63,0.3,Stationery,48.765,0.8007389162561576
38,43.62,0.28,Stationery,48.765,0.8049243466299862
27,69.79,0.31,Accessories,49.03,0.484749964178249
30,45.35,0.24,Apparel,49.0,0.8211686879823593
10,97.8,0.27,Accessories,49.03,0.36597034764826175
40,68.35,0.2,Apparel,49.0,0.5735186539868325
40,60.98,0.33,Accessories,49.03,0.5387028533945556
14,16.59,0.11,Furniture,48.36,2.594358047016275
47,24.55,0.35,Electronics,49.35,1.3066191446028514
7,68.38,0.14,Electronics,49.35,0.6206639368236326
11,38.46,0.06,Apparel,49.0,1.1976079043161725
31,76.92,0.31,Accessories,49.03,0.4398166926677066
26,43.43,0.4,Stationery,48.765,0.6737048123416992
22,87.31,0.19,Furniture,48.36,0.4486496392165846
6,60.02,0.27,Apparel,49.0,0.5959680106631122
20,84.59,0.49,Furniture,48.36,0.2915663790046104
43,88.21,0.19,Furniture,48.36,0.4440721006688585
15,33.59,0.05,Furniture,48.36,1.3677284906222087
29,39.91,0.1,Stationery,48.765,1.0996867952894012
31,72.68,0.47,Apparel,49.0,0.3573197578425977
10,13.14,0.18,Electronics,49.35,3.0
14,15.27,0.36,Accessories,49.03,2.054957432874918
9,82.35,0.25,Accessories,49.03,0.44653916211293265
24,2.27,0.26,Electronics,49.35,3.0
37,4.72,0.07,Stationery,48.765,3.0
28,57.98,0.09,Furniture,48.36,0.7590134529147983
19,96.33,0.14,Apparel,49.0,0.43745458320357106
29,93.34,0.1,Electronics,49.35,0.4758410113563317
20,44.66,0.33,Apparel,49.0,0.7351097178683386
15,80.11,0.26,Apparel,49.0,0.45262763699912617
40,69.95,0.35,Furniture,48.36,0.4493781272337383
36,80.56,0.13,Accessories,49.03,0.5294947864945383
32,25.03,0.04,Accessories,49.03,1.8804954055133838
20,33.33,0.43,Apparel,49.0,0.837983798379838
21,77.91,0.34,Accessories,49.03,0.4153484790142472
36,28.07,0.45,Furniture,48.36,0.9475596722479516
28,76.03,0.13,Electronics,49.35,0.564704721820334
38,75.52,0.29,Furniture,48.36,0.454655720338983
6,76.69,0.21,Furniture,48.36,0.4981666449341505
5,44.21,0.29,Apparel,49.0,0.7869260348337479
7,20.07,0.09,Furniture,48.36,2.1927055306427508
45,10.47,0.38,Stationery,48.765,2.8877077363896846
47,20.21,0.03,Furniture,48.36,2.321088570014844
24,49.59,0.37,Accessories,49.03,0.6228856624319419
35,26.84,0.3,Stationery,48.765,1.2718144560357676
29,86.01,0.09,Apparel,49.0,0.518428089757005
14,74.32,0.38,Apparel,49.0,0.40877287405812707
35,30.31,0.08,Furniture,48.36,1.4678719894424284
4,47.54,0.03,Accessories,49.03,1.0004017669331091
18,63.78,0.2,Apparel,49.0,0.6146127312637191
48,44.99,0.15,Furniture,48.36,0.9136697043787507
22,79.66,0.3,Furniture,48.36,0.4249560632688928
40,59.5,0.21,Stationery,48.765,0.6474680672268909
30,60.15,0.36,Accessories,49.03,0.5216824605153783
42,6.7,0.19,Apparel,49.0,3.0
43,79.64,0.45,Furniture,48.36,0.3339779005524862
15,13.24,0.39,Furniture,48.36,2.2280664652567976
43,20.85,0.3,Apparel,49.0,1.645083932853717
9,12.69,0.16,Stationery,48.765,3.0
20,83.7,0.45,Apparel,49.0,0.32198327359617684
4,88.55,0.35,Accessories,49.03,0.3599040090344438
1,97.76,0.4,Stationery,48.765,0.29929418985270045
18,17.39,0.41,Stationery,48.765,1.6544767107533067
4,85.16,0.19,Accessories,49.03,0.4663492249882574
28,58.6,0.21,Stationery,48.765,0.6574121160409557
7,90.33,0.15,Furniture,48.36,0.45506476253736305
14,29.94,0.05,Furniture,48.36,1.5344689378757512
40,28.45,0.38,Apparel,49.0,1.0678383128295255
38,80.74,0.04,Furniture,48.36,0.575001238543473
17,25.52,0.06,Accessories,49.03,1.8059639498432603
39,8.17,0.46,Accessories,49.03,3.0
6,44.62,0.19,Furniture,48.36,0.877893321380547
26,60.87,0.49,Apparel,49.0,0.41054706752094633
41,70.95,0.35,Accessories,49.03,0.4491825229034532
4,14.99,0.33,Electronics,49.35,2.2057705136757835
13,34.0,0.23,Electronics,49.35,1.1176323529411765
34,45.44,0.12,Stationery,48.765,0.9443926056338028
46,10.52,0.32,Electronics,49.35,3.0
18,74.28,0.1,Furniture,48.36,0.5859450726978999
24,64.47,0.45,Furniture,48.36,0.4125639832480224
30,53.55,0.25,Stationery,48.765,0.6829831932773109
10,18.87,0.31,Accessories,49.03,1.7928298887122414
2,18.11,0.31,Apparel,49.0,1.8669243511871891
43,20.93,0.22,Accessories,49.03,1.8272049689440995
29,78.99,0.31,Furniture,48.36,0.4224382833270034
1,36.68,0.13,Furniture,48.36,1.1470338058887677
17,38.12,0.43,Accessories,49.03,0.7331348373557189
22,36.17,0.3,Electronics,49.35,0.9550732651368536
26,13.63,0.36,Accessories,49.03,2.3022157006603083
10,85.27,0.21,Apparel,49.0,0.4539697431687581
8,57.33,0.43,Accessories,49.03,0.48747776033490325
20,99.49,0.43,Electronics,49.35,0.28273695848829034
22,52.22,0.28,Apparel,49.0,0.675603217158177
48,69.23,0.06,Stationery,48.765,0.66212769030767
24,81.18,0.28,Stationery,48.765,0.43250554323725054
22,81.86,0.22,Accessories,49.03,0.46718055216222826
49,38.66,0.24,Stationery,48.765,0.9586497672012417
28,15.63,0.38,Furniture,48.36,1.9183109404990402
2,77.17,0.39,Apparel,49.0,0.3873266813528573
42,62.97,0.07,Electronics,49.35,0.7288470700333491
37,17.88,0.32,Accessories,49.03,1.8646756152125281
4,50.17,0.1,Apparel,49.0,0.8790113613713375
37,57.41,0.1,Accessories,49.03,0.7686291586831563
21,86.65,0.04,Apparel,49.0,0.5428736295441431
26,9.52,0.25,Furniture,48.36,3.0
15,17.02,0.26,Accessories,49.03,2.1317391304347826
35,53.85,0.29,Electronics,49.35,0.6506685236768802
47,5.53,0.11,Accessories,49.03,3.0
15,38.97,0.38,Accessories,49.03,0.7800513215293816
22,2.56,0.11,Electronics,49.35,3.0
1,26.49,0.34,Furniture,48.36,1.2048924122310305
10,29.31,0.07,Accessories,49.03,1.555711361310133
48,35.38,0.06,Electronics,49.35,1.3111644997173544
1,89.37,0.13,Stationery,48.765,0.47471802618328296
12,28.41,0.08,Electronics,49.35,1.598099260823654
41,13.71,0.22,Furniture,48.36,2.751334792122538
24,6.94,0.38,Furniture,48.36,3.0
26,99.22,0.19,Electronics,49.35,0.40287744406369685
43,10.51,0.16,Accessories,49.03,3.0
2,36.79,0.27,Electronics,49.35,0.9792198967110629
19,23.45,0.46,Electronics,49.35,1.1364179104477614
25,7.42,0.1,Electronics,49.35,3.0
39,54.62,0.21,Furniture,48.36,0.6994580739655805
1,4.46,0.08,Apparel,49.0,3.0
31,72.24,0.1,Stationery,48.765,0.6075373754152824
4,60.43,0.11,Electronics,49.35,0.7268161509184181
3,23.94,0.24,Apparel,49.0,1.5555555555555556
36,49.64,0.42,Furniture,48.36,0.5650443190975021
11,1.66,0.49,Furniture,48.36,3.0
19,54.66,0.47,Electronics,49.35,0.47851262349066964
9,77.72,0.29,Stationery,48.765,0.4454857179619146
42,6.77,0.43,Accessories,49.03,3.0
41,23.32,0.26,Apparel,49.0,1.5548885077186962
20,62.74,0.3,Furniture,48.36,0.5395600892572521
9,5.75,0.21,Apparel,49.0,3.0
18,81.72,0.02,Accessories,49.03,0.5879760156632403
45,33.12,0.38,Stationery,48.765,0.9128713768115944
36,21.89,0.3,Furniture,48.36,1.5464595705801734
42,85.33,0.45,Stationery,48.765,0.31431794210711356
32,65.78,0.04,Electronics,49.35,0.7202189115232593
4,89.98,0.11,Accessories,49.03,0.48495999110913535
30,39.67,0.42,Accessories,49.03,0.7168490042853541
11,98.0,0.5,Stationery,48.765,0.24880102040816326
42,95.54,0.46,Electronics,49.35,0.278930290977601
19,57.43,0.43,Electronics,49.35,0.48980497997562256
18,73.03,0.49,Stationery,48.765,0.34054703546487747
45,37.86,0.1,Furniture,48.36,1.1496038034865295
5,6.75,0.31,Accessories,49.03,3.0
43,33.67,0.37,Accessories,49.03,0.9174012474012474
38,26.46,0.19,Accessories,49.03,1.5009183673469388
19,14.31,0.25,Apparel,49.0,2.5681341719077566
20,49.04,0.04,Electronics,49.35,0.9660685154975531
2,93.45,0.2,Accessories,49.03,0.4197324772605671
19,88.51,0.48,Apparel,49.0,0.28787707603660606
37,28.9,0.17,Stationery,48.765,1.4005173010380623
43,99.98,0.08,Stationery,48.765,0.4487277455491098
11,91.13,0.45,Apparel,49.0,0.29573137276418304
13,10.29,0.05,Apparel,49.0,3.0
20,25.01,0.1,Electronics,49.35,1.775889644142343
42,33.58,0.49,Electronics,49.35,0.7495086360929125
42,23.12,0.34,Furniture,48.36,1.3805190311418682
2,14.96,0.17,Accessories,49.03,2.7202473262032085
9,40.76,0.33,Apparel,49.0,0.8054465161923453
45,59.5,0.38,Apparel,49.0,0.5105882352941176
7,76.65,0.13,Furniture,48.36,0.5489001956947162
4,89.81,0.31,Apparel,49.0,0.37646141855027276
48,38.07,0.37,Stationery,48.765,0.8069858156028368
2,63.59,0.03,Accessories,49.03,0.7479021858782827
23,48.11,0.36,Electronics,49.35,0.6564955310746207
1,70.03,0.42,Accessories,49.03,0.4060745394830787
49,73.46,0.27,Electronics,49.35,0.49040974680098015
5,2.78,0.45,Stationery,48.765,3.0
32,69.65,0.18,Furniture,48.36,0.5693496051687007
19,5.92,0.48,Stationery,48.765,3.0
31,23.43,0.31,Accessories,49.03,1.4439052496798974
4,29.77,0.33,Furniture,48.36,1.0883842794759824
7,60.7,0.46,Stationery,48.765,0.4338237232289951
33,48.31,0.46,Stationery,48.765,0.5450859035396399
6,60.25,0.45,Apparel,49.0,0.4473029045643154
34,96.47,0.24,Furniture,48.36,0.38098476210220794
15,65.0,0.32,Furniture,48.36,0.5059199999999999
28,71.78,0.02,Apparel,49.0,0.668988576205071
16,35.23,0.08,Accessories,49.03,1.280374680669884
21,43.84,0.33,Furniture,48.36,0.7390784671532845
22,14.4,0.21,Accessories,49.03,2.689840277777778
33,34.78,0.38,Furniture,48.36,0.8620816561242093
35,8.58,0.11,Electronics,49.35,3.0
25,37.79,0.24,Electronics,49.35,0.9924847843344801
40,73.8,0.33,Apparel,49.0,0.4448509485094851
26,70.16,0.29,Electronics,49.35,0.4994084948688711
19,57.33,0.17,Electronics,49.35,0.7144688644688645
20,48.45,0.15,Accessories,49.03,0.8601754385964911
30,82.62,0.01,Furniture,48.36,0.5794771241830066
47,99.29,0.01,Electronics,49.35,0.4920586161748413
36,2.78,0.13,Stationery,48.765,3.0
20,11.79,0.44,Apparel,49.0,2.327396098388465
41,36.66,0.0,Accessories,49.03,1.3374249863611567
45,63.79,0.15,Electronics,49.35,0.6575873961435962
22,63.28,0.23,Stationery,48.765,0.593379424778761
37,86.73,0.34,Electronics,49.35,0.3755447941888619
27,54.06,0.23,Electronics,49.35,0.7029134295227525
32,25.41,0.36,Electronics,49.35,1.2429752066115702
46,15.65,0.22,Apparel,49.0,2.4421725239616614
22,50.02,0.37,Stationery,48.765,0.6141933226709315
8,97.94,0.11,Accessories,49.03,0.44554523177455585
12,60.08,0.09,Apparel,49.0,0.7421770972037284
25,9.67,0.05,Electronics,49.35,3.0
18,5.62,0.27,Electronics,49.35,3.0
1,70.12,0.08,Electronics,49.35,0.6474900171135197
32,70.58,0.05,Stationery,48.765,0.6563722017568716
46,60.27,0.32,Furniture,48.36,0.5456246888999501
2,71.03,0.09,Stationery,48.765,0.6247522173729411
36,26.85,0.25,Electronics,49.35,1.3784916201117317
46,46.85,0.22,Stationery,48.765,0.8118826040554963
22,55.49,0.21,Apparel,49.0,0.6976031717426563
16,10.26,0.08,Electronics,49.35,3.0
48,93.11,0.23,Stationery,48.765,0.4032762324132746
28,69.36,0.48,Stationery,48.765,0.3655968858131488
48,87.15,0.4,Accessories,49.03,0.3375559380378657
36,13.43,0.02,Electronics,49.35,3.0
16,46.69,0.07,Accessories,49.03,0.9766095523666738
35,83.56,0.09,Electronics,49.35,0.5374401627573001
33,71.8,0.04,Accessories,49.03,0.6555543175487466
25,58.22,0.33,Furniture,48.36,0.5565304019237375
39,2.24,0.02,Apparel,49.0,3.0
12,55.08,0.5,Apparel,49.0,0.44480755265068994
16,34.16,0.25,Accessories,49.03,1.076478337236534
36,5.06,0.24,Apparel,49.0,3.0
33,28.54,0.08,Electronics,49.35,1.5908199018920814
48,78.35,0.1,Furniture,48.36,0.5555073388640716
36,41.73,0.46,Electronics,49.35,0.6386053199137313
36,10.53,0.22,Electronics,49.35,3.0
49,91.7,0.34,Accessories,49.03,0.35288767720828784
28,7.73,0.12,Stationery,48.765,3.0
34,32.73,0.19,Apparel,49.0,1.2126489459211733
16,17.22,0.03,Electronics,49.35,2.779878048780488
29,25.96,0.46,Stationery,48.765,1.0143721109399075
29,65.67,0.33,Stationery,48.765,0.49752626770214703
24,5.32,0.0,Electronics,49.35,3.0
23,38.77,0.3,Apparel,49.0,0.8847046685581634
4,42.04,0.41,Stationery,48.765,0.6843803520456709
23,46.85,0.24,Apparel,49.0,0.7948772678762007
22,83.39,0.09,Apparel,49.0,0.5347163928528601
27,16.64,0.39,Electronics,49.35,1.8091045673076924
30,60.56,0.39,Accessories,49.03,0.493862285336856
22,25.85,0.03,Apparel,49.0,1.8386847195357832
6,51.55,0.25,Accessories,49.03,0.7133365664403493
27,27.61,0.41,Accessories,49.03,1.047725461789207
22,25.46,0.12,Stationery,48.765,1.685514532600157
24,51.24,0.19,Apparel,49.0,0.7745901639344263
33,77.92,0.11,Accessories,49.03,0.560019250513347
30,43.82,0.31,Stationery,48.765,0.76786513007759
22,30.9,0.43,Stationery,48.765,0.8995485436893205
7,53.72,0.26,Stationery,48.765,0.6717442293373046
9,83.09,0.15,Electronics,49.35,0.504844144903117
32,11.58,0.01,Furniture,48.36,3.0
17,51.82,0.33,Accessories,49.03,0.6339270551910459
22,46.94,0.46,Electronics,49.35,0.5677247550063913
26,97.01,0.41,Electronics,49.35,0.3001391609112463
32,35.96,0.08,Apparel,49.0,1.253615127919911
29,41.44,0.21,Apparel,49.0,0.9341216216216217
37,14.34,0.37,Electronics,49.35,2.1680962343096235
36,88.77,0.09,Accessories,49.03,0.5026168750704066
46,98.05,0.3,Furniture,48.36,0.3452524222335543
42,16.6,0.21,Furniture,48.36,2.301469879518072
10,94.97,0.1,Apparel,49.0,0.4643571654206592
23,1.81,0.13,Apparel,49.0,3.0
5,73.95,0.02,Accessories,49.03,0.6497552400270452
11,65.22,0.19,Stationery,48.765,0.6056370745170193
12,7.15,0.46,Stationery,48.765,3.0
20,5.01,0.28,Furniture,48.36,3.0
10,6.71,0.41,Accessories,49.03,3.0
12,54.39,0.08,Stationery,48.765,0.8248538334252621
42,78.66,0.35,Furniture,48.36,0.3996186117467582
25,81.71,0.44,Electronics,49.35,0.3382205360421002
8,68.94,0.38,Stationery,48.765,0.4385596170583116
20,95.02,0.33,Apparel,49.0,0.34550620921911174
10,4.39,0.23,Accessories,49.03,3.0
48,46.02,0.14,Stationery,48.765,0.911297262059974
47,78.19,0.0,Electronics,49.35,0.6311548791405551
30,36.57,0.18,Furniture,48.36,1.0843642329778507
12,40.9,0.32,Apparel,49.0,0.8146699266503667
8,69.09,0.5,Stationery,48.765,0.35290924880590535
23,32.94,0.04,Stationery,48.765,1.4212021857923498
17,96.01,0.21,Accessories,49.03,0.40343401728986567
4,35.08,0.41,Accessories,49.03,0.8246208665906501
1,56.18,0.43,Stationery,48.765,0.4947677109291564
37,4.13,0.32,Stationery,48.765,3.0
39,35.68,0.39,Apparel,49.0,0.8377242152466368
8,6.36,0.15,Accessories,49.03,3.0
33,87.34,0.48,Apparel,49.0,0.29173345546141516
37,82.4,0.05,Electronics,49.35,0.5689623786407767
39,26.77,0.49,Electronics,49.35,0.9401755696675383
35,99.58,0.26,Furniture,48.36,0.35937336814621407
25,50.32,0.48,Electronics,49.35,0.5099761526232115
29,20.19,0.04,Furniture,48.36,2.2994353640416048
40,29.23,0.24,Furniture,48.36,1.2573930892918235
28,31.89,0.09,Stationery,48.765,1.39153809971778
35,16.29,0.28,Furniture,48.36,2.1374585635359113
48,53.78,0.47,Apparel,49.0,0.48289326887318706
3,21.89,0.38,Furniture,48.36,1.3697213339424394
2,9.43,0.29,Accessories,49.03,3.0
16,99.83,0.02,Apparel,49.0,0.4810177301412401
